0.0522028213341	-27.3296961794
0.0600205590084	-27.3285376559
0.0690090575876	-27.327205778
0.0793436467072	-27.3256746308
0.0912259128419	-27.323914433
0.104887631452	-27.3218909628
0.120595287992	-27.3195648992
0.138655275981	-27.316891067
0.159419873508	-27.3138175702
0.183294114771	-27.3102848008
0.210743690673	-27.3062243024
0.242304032588	-27.3015574702
0.278590756481	-27.2961940649
0.320311671117	-27.2900305137
0.368280584574	-27.2829479712
0.423433178383	-27.2748101084
0.48684525893	-27.265460595
0.559753742131	-27.2547202356
0.643580780715	-27.2423837195
0.73996150473	-27.2282159387
0.850775916389	-27.2119478262
0.978185561384	-27.1932716647
1.124675692	-27.1718358176
1.29310374443	-27.1472388301
1.48675507593	-27.1190228587
1.709407049	-27.0866663886
1.96540271256	-27.0495762156
2.25973551755	-27.0070786861
2.59814671905	-26.9584102177
2.98723736529	-26.90270716
3.43459705766	-26.838995112
3.94895199342	-26.7661778785
4.54033517892	-26.6830263419
5.22028213341	-26.5881676399
6.00205590084	-26.480075181
6.90090575876	-26.357060203
7.93436467072	-26.2172657754
9.12259128419	-26.0586643752
10.4887631452	-25.8790603994
12.0595287992	-25.6760992181
13.8655275981	-25.4472845779
15.9419873508	-25.1900063064
18.3294114771	-24.9015802923
21.0743690673	-24.5793025532
24.2304032588	-24.2205187964
27.8590756481	-23.8227101444
32.0311671117	-23.3835945961
36.8280584574	-22.9012423049
42.3433178383	-22.374200928
48.684525893	-21.8016252571
55.9753742131	-21.1834033089
64.3580780715	-20.5202693473
73.996150473	-19.8138932863
85.0775916389	-19.0669359543
97.8185561384	-18.2830610454
112.4675692	-17.4668973246
129.310374443	-16.6239486177
148.675507593	-15.7604538767
170.9407049	-14.883204507
196.540271256	-13.9993304464
225.973551755	-13.1160695268
259.814671905	-12.2405359685
298.723736529	-11.3795033204
343.459705766	-10.5392149474
394.895199342	-9.72523173684
454.033517892	-8.94232263599
522.028213341	-8.19439955903
600.205590084	-7.48449461195
690.090575876	-6.81477481421
793.436467072	-6.18658769434
912.259128419	-5.60053028349
1048.87631452	-5.05653399026
1205.95287992	-4.55395841246
1386.55275981	-4.09168811115
1594.19873508	-3.66822754131
1832.94114771	-3.28179054288
2107.43690673	-2.93038193255
2423.04032588	-2.61186972846
2785.90756481	-2.32404735511
3203.11671117	-2.06468580556
3682.80584574	-1.83157619503
4234.33178383	-1.62256344601
4868.4525893	-1.43557202604
5597.53742131	-1.26862474359
6435.80780715	-1.11985561879
7399.6150473	-0.987517807127
8507.75916389	-0.86998748182
9781.85561384	-0.765764490327
11246.75692	-0.673470500743
12931.0374443	-0.591845253744
14867.5507593	-0.519741439403
17094.07049	-0.45611862918
19654.0271256	-0.400036613287
22597.3551755	-0.350648423264
25981.4671905	-0.307193258885
29872.3736529	-0.268989487088
34345.9705766	-0.235427837705
39489.5199342	-0.205964885455
45403.3517892	-0.180116879081
52202.8213341	-0.157453955717
